i, frequency, magnitude
0,1805200.0,-71.2
1,1805447.8405315615,-72.67
2,1805695.6810631228,-71.16
3,1805943.5215946843,-71.33
4,1806191.3621262459,-70.64
5,1806439.2026578074,-72.13
6,1806687.0431893687,-71.75
7,1806934.8837209302,-71.04
8,1807182.7242524917,-70.99
9,1807430.5647840532,-72.1
10,1807678.4053156145,-72.86
11,1807926.245847176,-71.64
12,1808174.0863787376,-71.89
13,1808421.926910299,-71.88
14,1808669.7674418604,-72.06
15,1808917.607973422,-71.39
16,1809165.4485049834,-71.09
17,1809413.2890365447,-70.74
18,1809661.1295681063,-72.13
19,1809908.9700996678,-71.52
20,1810156.8106312293,-72.5
21,1810404.6511627906,-71.57
22,1810652.4916943521,-70.23
23,1810900.3322259136,-71.81
24,1811148.1727574752,-72.6
25,1811396.0132890365,-72.5
26,1811643.853820598,-71.45
27,1811891.6943521595,-72.65
28,1812139.534883721,-70.12
29,1812387.3754152823,-71.23
30,1812635.2159468438,-72.69
31,1812883.0564784054,-71.76
32,1813130.8970099667,-71.3
33,1813378.7375415282,-70.4
34,1813626.5780730897,-71.86
35,1813874.4186046512,-72.04
36,1814122.2591362125,-72.27
37,1814370.099667774,-71.61
38,1814617.9401993356,-71.85
39,1814865.780730897,-72.14
40,1815113.6212624584,-71.43
41,1815361.46179402,-71.48
42,1815609.3023255814,-72.93
43,1815857.142857143,-72.11
44,1816104.9833887042,-71.99
45,1816352.8239202658,-71.0
46,1816600.6644518273,-72.08
47,1816848.5049833888,-70.9
48,1817096.34551495,-70.83
49,1817344.1860465116,-70.77
50,1817592.0265780732,-72.32
51,1817839.8671096344,-69.84
52,1818087.707641196,-72.19
53,1818335.5481727575,-72.06
54,1818583.388704319,-71.81
55,1818831.2292358803,-71.19
56,1819079.0697674418,-71.93
57,1819326.9102990034,-71.28
58,1819574.7508305649,-70.98
59,1819822.5913621262,-71.3
60,1820070.4318936877,-71.3
61,1820318.2724252492,-72.34
62,1820566.1129568107,-71.08
63,1820813.953488372,-72.69
64,1821061.7940199336,-71.7
65,1821309.634551495,-71.19
66,1821557.4750830564,-72.43
67,1821805.315614618,-71.4
68,1822053.1561461794,-72.39
69,1822300.996677741,-71.71
70,1822548.8372093022,-72.98
71,1822796.6777408638,-71.3
72,1823044.5182724253,-71.5
73,1823292.3588039868,-70.95
74,1823540.199335548,-72.56
75,1823788.0398671096,-72.67
76,1824035.8803986711,-72.67
77,1824283.7209302327,-71.45
78,1824531.561461794,-71.39
79,1824779.4019933555,-72.4
80,1825027.242524917,-71.34
81,1825275.0830564783,-71.71
82,1825522.9235880398,-71.77
83,1825770.7641196013,-70.96
84,1826018.6046511629,-71.86
85,1826266.4451827242,-71.39
86,1826514.2857142857,-72.84
87,1826762.1262458472,-70.9
88,1827009.9667774087,-72.15
89,1827257.80730897,-71.15
90,1827505.6478405315,-71.1
91,1827753.488372093,-71.77
92,1828001.3289036546,-72.79
93,1828249.1694352159,-72.32
94,1828497.0099667774,-71.79
95,1828744.850498339,-70.74
96,1828992.6910299002,-72.06
97,1829240.5315614617,-72.16
98,1829488.3720930233,-72.23
99,1829736.2126245848,-70.77
100,1829984.053156146,-70.87
101,1830231.8936877076,-71.63
102,1830479.7342192691,-72.3
103,1830727.5747508307,-70.95
104,1830975.415282392,-70.47
105,1831223.2558139535,-72.28
106,1831471.096345515,-72.32
107,1831718.9368770765,-71.98
