i, frequency, magnitude
0,1805200.0,-71.78
1,1805447.8405315615,-71.73
2,1805695.6810631228,-71.98
3,1805943.5215946843,-71.09
4,1806191.3621262459,-71.54
5,1806439.2026578074,-69.62
6,1806687.0431893687,-72.01
7,1806934.8837209302,-72.03
8,1807182.7242524917,-72.64
9,1807430.5647840532,-70.87
10,1807678.4053156145,-73.34
11,1807926.245847176,-71.71
12,1808174.0863787376,-71.66
13,1808421.926910299,-70.81
14,1808669.7674418604,-71.63
15,1808917.607973422,-72.04
16,1809165.4485049834,-71.63
17,1809413.2890365447,-72.24
18,1809661.1295681063,-70.87
19,1809908.9700996678,-71.56
20,1810156.8106312293,-73.08
21,1810404.6511627906,-71.98
22,1810652.4916943521,-70.91
23,1810900.3322259136,-72.06
24,1811148.1727574752,-70.96
25,1811396.0132890365,-71.56
26,1811643.853820598,-71.52
27,1811891.6943521595,-71.2
28,1812139.534883721,-72.55
29,1812387.3754152823,-71.99
30,1812635.2159468438,-72.0
31,1812883.0564784054,-72.36
32,1813130.8970099667,-71.97
33,1813378.7375415282,-71.81
34,1813626.5780730897,-71.76
35,1813874.4186046512,-72.9
36,1814122.2591362125,-72.11
37,1814370.099667774,-72.74
38,1814617.9401993356,-71.5
39,1814865.780730897,-71.45
40,1815113.6212624584,-71.89
41,1815361.46179402,-72.13
42,1815609.3023255814,-71.65
43,1815857.142857143,-71.73
44,1816104.9833887042,-70.64
45,1816352.8239202658,-71.23
46,1816600.6644518273,-72.44
47,1816848.5049833888,-71.23
48,1817096.34551495,-72.11
49,1817344.1860465116,-71.75
50,1817592.0265780732,-70.88
51,1817839.8671096344,-72.15
52,1818087.707641196,-71.88
53,1818335.5481727575,-72.21
54,1818583.388704319,-71.49
55,1818831.2292358803,-72.53
56,1819079.0697674418,-71.68
57,1819326.9102990034,-72.0
58,1819574.7508305649,-69.87
59,1819822.5913621262,-72.38
60,1820070.4318936877,-72.71
61,1820318.2724252492,-72.15
62,1820566.1129568107,-72.57
63,1820813.953488372,-72.3
64,1821061.7940199336,-70.97
65,1821309.634551495,-71.9
66,1821557.4750830564,-72.59
67,1821805.315614618,-71.33
68,1822053.1561461794,-71.19
69,1822300.996677741,-72.78
70,1822548.8372093022,-72.67
71,1822796.6777408638,-71.79
72,1823044.5182724253,-71.82
73,1823292.3588039868,-71.34
74,1823540.199335548,-71.13
75,1823788.0398671096,-71.24
76,1824035.8803986711,-70.72
77,1824283.7209302327,-71.37
78,1824531.561461794,-71.94
79,1824779.4019933555,-72.73
80,1825027.242524917,-70.84
81,1825275.0830564783,-72.4
82,1825522.9235880398,-70.98
83,1825770.7641196013,-71.5
84,1826018.6046511629,-72.86
85,1826266.4451827242,-72.92
86,1826514.2857142857,-71.34
87,1826762.1262458472,-72.44
88,1827009.9667774087,-71.87
89,1827257.80730897,-72.36
90,1827505.6478405315,-72.23
91,1827753.488372093,-71.53
92,1828001.3289036546,-72.09
93,1828249.1694352159,-72.15
94,1828497.0099667774,-72.82
95,1828744.850498339,-71.74
96,1828992.6910299002,-71.91
97,1829240.5315614617,-71.18
98,1829488.3720930233,-71.84
99,1829736.2126245848,-71.92
100,1829984.053156146,-72.39
101,1830231.8936877076,-72.32
102,1830479.7342192691,-72.32
103,1830727.5747508307,-71.44
104,1830975.415282392,-71.83
105,1831223.2558139535,-71.7
106,1831471.096345515,-71.89
107,1831718.9368770765,-72.0
108,1831966.7774086378,-71.25
109,1832214.6179401993,-71.4
110,1832462.4584717609,-71.74
111,1832710.2990033221,-71.22
112,1832958.1395348837,-72.76
113,1833205.9800664452,-71.25
114,1833453.8205980067,-72.72
115,1833701.661129568,-72.33
116,1833949.5016611295,-71.91
117,1834197.342192691,-72.22
118,1834445.1827242526,-72.1
119,1834693.0232558139,-72.47
120,1834940.8637873754,-70.97
121,1835188.704318937,-71.83
122,1835436.5448504984,-71.53
123,1835684.3853820597,-72.7
124,1835932.2259136213,-72.21
125,1836180.0664451828,-72.58
126,1836427.9069767443,-72.22
127,1836675.7475083056,-72.69
128,1836923.588039867,-70.81
129,1837171.4285714286,-70.92
130,1837419.26910299,-71.95
131,1837667.1096345515,-71.85
132,1837914.950166113,-71.62
133,1838162.7906976745,-71.56
134,1838410.6312292358,-71.94
135,1838658.4717607973,-71.63
136,1838906.3122923588,-73.37
137,1839154.1528239204,-71.75
138,1839401.9933554817,-72.56
139,1839649.8338870432,-72.58
140,1839897.6744186047,-72.31
141,1840145.5149501662,-72.1
142,1840393.3554817275,-72.17
143,1840641.196013289,-72.21
144,1840889.0365448506,-72.19
145,1841136.8770764119,-72.13
146,1841384.7176079734,-71.56
147,1841632.558139535,-71.88
148,1841880.3986710964,-71.72
149,1842128.2392026577,-71.54
150,1842376.0797342192,-71.6
151,1842623.9202657808,-72.53
152,1842871.7607973423,-71.13
153,1843119.6013289036,-70.77
154,1843367.441860465,-71.7
155,1843615.2823920266,-72.01
156,1843863.1229235881,-71.4
157,1844110.9634551494,-70.88
158,1844358.803986711,-71.48
159,1844606.6445182725,-71.98
160,1844854.4850498338,-72.45
161,1845102.3255813953,-71.94
162,1845350.1661129568,-71.47
163,1845598.0066445183,-71.41
164,1845845.8471760796,-72.35
165,1846093.6877076412,-71.95
166,1846341.5282392027,-71.27
167,1846589.3687707642,-72.24
168,1846837.2093023255,-72.21
169,1847085.049833887,-71.68
170,1847332.8903654485,-71.68
171,1847580.73089701,-71.4
172,1847828.5714285714,-71.63
173,1848076.411960133,-72.22
174,1848324.2524916944,-72.7
175,1848572.093023256,-71.84
176,1848819.9335548172,-71.75
177,1849067.7740863787,-72.74
178,1849315.6146179403,-71.84
179,1849563.4551495016,-72.21
180,1849811.295681063,-71.77
181,1850059.1362126246,-70.43
182,1850306.9767441861,-71.53
183,1850554.8172757474,-72.44
184,1850802.657807309,-71.08
185,1851050.4983388705,-71.49
186,1851298.338870432,-72.58
187,1851546.1794019933,-70.81
188,1851794.0199335548,-70.87
189,1852041.8604651163,-72.74
190,1852289.7009966779,-71.83
191,1852537.5415282391,-71.04
193,1853033.2225913622,-72.88
194,1853281.0631229235,-72.21
195,1853528.903654485,-72.48
196,1853776.7441860465,-72.41
197,1854024.584717608,-70.86
198,1854272.4252491693,-72.54
199,1854520.2657807309,-72.56
200,1854768.1063122924,-70.7
201,1855015.946843854,-71.98
202,1855263.7873754152,-72.9
203,1855511.6279069767,-71.96
204,1855759.4684385383,-70.81
205,1856007.3089700998,-72.45
206,1856255.149501661,-71.53
207,1856502.9900332226,-71.59
208,1856750.8305647841,-72.21
209,1856998.6710963454,-71.73
210,1857246.511627907,-72.05
211,1857494.3521594685,-71.18
212,1857742.19269103,-71.63
213,1857990.0332225913,-70.64
214,1858237.8737541528,-72.66
