datetime,latitude,longitude,abovethreshold,csvfile,pngfile
2019-11-19 9:43:11,43.338130167,17.803384167,0,/home/slaven/dev/RoadScan/data/2019-11-19_9-42-52/csv/43_338130167-17_803384167_2019-11-19_9-43-6.csv,/home/slaven/dev/RoadScan/data/2019-11-19_9-42-52/png/2019-11-19_9-43-6.png
2019-11-19 9:43:15,43.3381415,17.803383667,0,/home/slaven/dev/RoadScan/data/2019-11-19_9-42-52/csv/43_3381415-17_803383667_2019-11-19_9-43-11.csv,/home/slaven/dev/RoadScan/data/2019-11-19_9-42-52/png/2019-11-19_9-43-11.png
2019-11-19 9:43:19,43.338127833,17.803382333,0,/home/slaven/dev/RoadScan/data/2019-11-19_9-42-52/csv/43_338127833-17_803382333_2019-11-19_9-43-15.csv,/home/slaven/dev/RoadScan/data/2019-11-19_9-42-52/png/2019-11-19_9-43-15.png
2019-11-19 9:43:23,43.338113,17.8033815,0,/home/slaven/dev/RoadScan/data/2019-11-19_9-42-52/csv/43_338113-17_8033815_2019-11-19_9-43-19.csv,/home/slaven/dev/RoadScan/data/2019-11-19_9-42-52/png/2019-11-19_9-43-19.png
2019-11-19 9:43:28,43.338094167,17.803379667,0,/home/slaven/dev/RoadScan/data/2019-11-19_9-42-52/csv/43_338094167-17_803379667_2019-11-19_9-43-23.csv,/home/slaven/dev/RoadScan/data/2019-11-19_9-42-52/png/2019-11-19_9-43-23.png
2019-11-19 9:43:32,43.338061167,17.803379333,0,/home/slaven/dev/RoadScan/data/2019-11-19_9-42-52/csv/43_338061167-17_803379333_2019-11-19_9-43-28.csv,/home/slaven/dev/RoadScan/data/2019-11-19_9-42-52/png/2019-11-19_9-43-28.png
2019-11-19 9:43:36,43.338027833,17.803379333,0,/home/slaven/dev/RoadScan/data/2019-11-19_9-42-52/csv/43_338027833-17_803379333_2019-11-19_9-43-32.csv,/home/slaven/dev/RoadScan/data/2019-11-19_9-42-52/png/2019-11-19_9-43-32.png
2019-11-19 9:43:40,43.337993,17.803378833,0,/home/slaven/dev/RoadScan/data/2019-11-19_9-42-52/csv/43_337993-17_803378833_2019-11-19_9-43-36.csv,/home/slaven/dev/RoadScan/data/2019-11-19_9-42-52/png/2019-11-19_9-43-36.png
2019-11-19 9:43:45,43.337970833,17.803378333,0,/home/slaven/dev/RoadScan/data/2019-11-19_9-42-52/csv/43_337970833-17_803378333_2019-11-19_9-43-41.csv,/home/slaven/dev/RoadScan/data/2019-11-19_9-42-52/png/2019-11-19_9-43-41.png
2019-11-19 9:43:49,43.337968333,17.803378,0,/home/slaven/dev/RoadScan/data/2019-11-19_9-42-52/csv/43_337968333-17_803378_2019-11-19_9-43-45.csv,/home/slaven/dev/RoadScan/data/2019-11-19_9-42-52/png/2019-11-19_9-43-45.png
