datetime,latitude,longitude,abovethreshold,csvfile,pngfile
2019-11-19 9:43:53,43.337964167,17.8033785,0,/home/slaven/dev/RoadScan/data/2019-11-19_9-42-52/csv/43_337964167-17_8033785_2019-11-19_9-43-49.csv,/home/slaven/dev/RoadScan/data/2019-11-19_9-42-52/png/2019-11-19_9-43-49.png
2019-11-19 9:43:58,43.337972,17.803379167,0,/home/slaven/dev/RoadScan/data/2019-11-19_9-42-52/csv/43_337972-17_803379167_2019-11-19_9-43-53.csv,/home/slaven/dev/RoadScan/data/2019-11-19_9-42-52/png/2019-11-19_9-43-53.png
2019-11-19 9:44:2,43.337976,17.803382667,0,/home/slaven/dev/RoadScan/data/2019-11-19_9-42-52/csv/43_337976-17_803382667_2019-11-19_9-43-58.csv,/home/slaven/dev/RoadScan/data/2019-11-19_9-42-52/png/2019-11-19_9-43-58.png
2019-11-19 9:44:6,43.3379795,17.803384333,0,/home/slaven/dev/RoadScan/data/2019-11-19_9-42-52/csv/43_3379795-17_803384333_2019-11-19_9-44-2.csv,/home/slaven/dev/RoadScan/data/2019-11-19_9-42-52/png/2019-11-19_9-44-2.png
2019-11-19 9:44:11,43.3379815,17.8033855,0,/home/slaven/dev/RoadScan/data/2019-11-19_9-42-52/csv/43_3379815-17_8033855_2019-11-19_9-44-6.csv,/home/slaven/dev/RoadScan/data/2019-11-19_9-42-52/png/2019-11-19_9-44-6.png
2019-11-19 9:44:15,43.3379805,17.803386667,0,/home/slaven/dev/RoadScan/data/2019-11-19_9-42-52/csv/43_3379805-17_803386667_2019-11-19_9-44-11.csv,/home/slaven/dev/RoadScan/data/2019-11-19_9-42-52/png/2019-11-19_9-44-11.png
2019-11-19 9:44:19,43.337978167,17.803387,0,/home/slaven/dev/RoadScan/data/2019-11-19_9-42-52/csv/43_337978167-17_803387_2019-11-19_9-44-15.csv,/home/slaven/dev/RoadScan/data/2019-11-19_9-42-52/png/2019-11-19_9-44-15.png
2019-11-19 9:44:23,43.337981667,17.803387333,0,/home/slaven/dev/RoadScan/data/2019-11-19_9-42-52/csv/43_337981667-17_803387333_2019-11-19_9-44-19.csv,/home/slaven/dev/RoadScan/data/2019-11-19_9-42-52/png/2019-11-19_9-44-19.png
2019-11-19 9:44:28,43.337989167,17.803387167,0,/home/slaven/dev/RoadScan/data/2019-11-19_9-42-52/csv/43_337989167-17_803387167_2019-11-19_9-44-23.csv,/home/slaven/dev/RoadScan/data/2019-11-19_9-42-52/png/2019-11-19_9-44-23.png
2019-11-19 9:44:32,43.338013167,17.803384667,0,/home/slaven/dev/RoadScan/data/2019-11-19_9-42-52/csv/43_338013167-17_803384667_2019-11-19_9-44-28.csv,/home/slaven/dev/RoadScan/data/2019-11-19_9-42-52/png/2019-11-19_9-44-28.png
2019-11-19 9:44:36,43.338019167,17.803383333,0,/home/slaven/dev/RoadScan/data/2019-11-19_9-42-52/csv/43_338019167-17_803383333_2019-11-19_9-44-32.csv,/home/slaven/dev/RoadScan/data/2019-11-19_9-42-52/png/2019-11-19_9-44-32.png
