i, frequency, magnitude
0,589000000.0,-99.25
1,589033222.5913621,-99.06
2,589066445.1827242,-101.16
3,589099667.7740864,-101.3
4,589132890.3654485,-99.93
5,589166112.9568106,-100.9
6,589199335.5481727,-100.31
7,589232558.1395348,-98.99
8,589265780.7308971,-99.83
9,589299003.3222592,-100.01
10,589332225.9136213,-100.0
11,589365448.5049834,-99.76
12,589398671.0963455,-100.47
13,589431893.6877077,-100.02
14,589465116.2790698,-100.03
15,589498338.8704319,-99.03
16,589531561.461794,-99.04
17,589564784.0531561,-100.51
18,589598006.6445183,-98.4
19,589631229.2358804,-98.62
20,589664451.8272425,-99.39
21,589697674.4186046,-99.73
22,589730897.0099667,-99.13
23,589764119.6013288,-98.55
24,589797342.1926911,-99.72
25,589830564.7840532,-100.43
26,589863787.3754153,-99.61
27,589897009.9667774,-99.87
28,589930232.5581396,-99.02
29,589963455.1495017,-99.42
30,589996677.7408638,-99.69
31,590029900.3322259,-98.74
32,590063122.923588,-100.19
33,590096345.5149502,-98.52
34,590129568.1063123,-100.68
35,590162790.6976744,-98.34
36,590196013.2890365,-87.18
37,590229235.8803986,-86.31
38,590262458.4717607,-85.32
39,590295681.0631229,-86.81
40,590328903.6544851,-88.11
41,590362126.2458472,-86.28
42,590395348.8372093,-86.79
43,590428571.4285715,-85.39
44,590461794.0199336,-85.84
45,590495016.6112957,-86.18
46,590528239.2026578,-84.96
47,590561461.7940199,-85.14
48,590594684.385382,-86.59
49,590627906.9767442,-85.49
50,590661129.5681063,-84.16
51,590694352.1594684,-84.77
52,590727574.7508305,-85.2
53,590760797.3421926,-85.33
54,590794019.9335548,-84.75
55,590827242.5249169,-84.97
56,590860465.1162791,-83.77
57,590893687.7076412,-84.38
58,590926910.2990034,-85.31
59,590960132.8903655,-84.89
60,590993355.4817276,-84.97
61,591026578.0730897,-84.24
62,591059800.6644518,-84.57
63,591093023.255814,-84.07
64,591126245.8471761,-84.61
65,591159468.4385382,-84.15
66,591192691.0299003,-84.47
67,591225913.6212624,-84.77
68,591259136.2126245,-84.52
69,591292358.8039867,-84.26
70,591325581.3953488,-83.61
71,591358803.9867109,-83.06
72,591392026.5780731,-84.69
73,591425249.1694353,-83.45
74,591458471.7607974,-84.39
75,591491694.3521595,-83.73
76,591524916.9435216,-83.51
77,591558139.5348837,-84.1
78,591591362.1262459,-82.87
79,591624584.717608,-83.11
80,591657807.3089701,-82.5
81,591691029.9003322,-82.04
82,591724252.4916943,-83.58
83,591757475.0830564,-82.72
84,591790697.6744186,-82.91
85,591823920.2657807,-83.8
86,591857142.8571428,-83.07
87,591890365.4485049,-82.92
88,591923588.0398672,-81.61
89,591956810.6312293,-82.65
90,591990033.2225914,-82.17
91,592023255.8139535,-82.19
92,592056478.4053156,-82.02
93,592089700.9966778,-82.51
94,592122923.5880399,-83.51
95,592156146.179402,-81.95
96,592189368.7707641,-82.6
97,592222591.3621262,-81.93
98,592255813.9534883,-82.39
99,592289036.5448505,-82.2
100,592322259.1362126,-82.26
101,592355481.7275747,-81.5
102,592388704.3189368,-80.93
103,592421926.9102991,-82.52
104,592455149.5016612,-81.4
105,592488372.0930233,-81.43
106,592521594.6843854,-81.27
107,592554817.2757475,-81.55
108,592588039.8671097,-81.5
109,592621262.4584718,-81.73
110,592654485.0498339,-82.12
111,592687707.641196,-83.06
112,592720930.2325581,-82.29
113,592754152.8239202,-81.55
114,592787375.4152824,-82.01
115,592820598.0066445,-83.61
116,592853820.5980066,-82.56
117,592887043.1893687,-82.41
118,592920265.7807308,-81.79
119,592953488.3720931,-82.66
