i, frequency, magnitude
0,925000000.0,-84.37
1,925116279.0697675,-84.42
2,925232558.1395348,-84.47
3,925348837.2093023,-84.39
4,925465116.2790698,-84.23
5,925581395.3488373,-84.42
6,925697674.4186046,-84.37
7,925813953.4883721,-84.42
8,925930232.5581396,-83.57
9,926046511.6279069,-79.7
10,926162790.6976744,-74.44
11,926279069.7674419,-71.46
12,926395348.8372093,-71.02
13,926511627.9069767,-73.71
14,926627906.9767442,-78.61
15,926744186.0465117,-80.73
16,926860465.1162791,-79.41
17,926976744.1860465,-78.64
18,927093023.255814,-78.28
19,927209302.3255814,-79.69
20,927325581.3953488,-81.72
21,927441860.4651163,-83.01
22,927558139.5348837,-82.77
23,927674418.6046512,-82.36
24,927790697.6744186,-77.32
25,927906976.744186,-77.26
26,928023255.8139535,-78.07
27,928139534.8837209,-80.24
28,928255813.9534883,-84.22
29,928372093.0232558,-83.43
30,928488372.0930233,-82.15
31,928604651.1627907,-81.05
32,928720930.2325581,-82.72
33,928837209.3023256,-84.01
34,928953488.3720931,-84.29
35,929069767.4418604,-84.32
36,929186046.5116279,-83.99
37,929302325.5813954,-83.58
38,929418604.6511627,-83.55
39,929534883.7209302,-82.04
40,929651162.7906977,-83.52
41,929767441.8604652,-83.12
42,929883720.9302325,-83.33
43,930000000.0,-84.1
44,930116279.0697675,-84.3
45,930232558.1395348,-84.1
46,930348837.2093023,-84.22
47,930465116.2790698,-84.14
48,930581395.3488373,-84.47
49,930697674.4186046,-84.41
50,930813953.4883721,-84.53
51,930930232.5581396,-84.24
52,931046511.6279069,-84.35
53,931162790.6976744,-84.28
54,931279069.7674419,-84.35
55,931395348.8372093,-84.31
56,931511627.9069767,-84.21
57,931627906.9767442,-84.33
58,931744186.0465117,-84.17
59,931860465.1162791,-84.0
60,931976744.1860465,-84.25
61,932093023.255814,-84.31
62,932209302.3255814,-83.7
63,932325581.3953488,-81.63
64,932441860.4651163,-78.73
65,932558139.5348837,-77.28
66,932674418.6046512,-77.81
67,932790697.6744186,-76.62
68,932906976.744186,-74.82
69,933023255.8139535,-75.03
70,933139534.8837209,-78.24
71,933255813.9534883,-82.02
72,933372093.0232558,-84.0
73,933488372.0930233,-83.77
74,933604651.1627907,-83.75
75,933720930.2325581,-83.92
76,933837209.3023256,-84.11
77,933953488.3720931,-84.28
78,934069767.4418604,-84.25
79,934186046.5116279,-84.39
80,934302325.5813954,-83.75
81,934418604.6511627,-82.46
82,934534883.7209302,-80.43
83,934651162.7906977,-75.77
84,934767441.8604652,-70.13
85,934883720.9302325,-66.94
86,935000000.0,-66.66
87,935116279.0697675,-69.49
88,935232558.1395348,-75.24
89,935348837.2093023,-80.89
90,935465116.2790698,-81.67
91,935581395.3488373,-80.86
92,935697674.4186046,-79.6
93,935813953.4883721,-80.37
94,935930232.5581396,-80.15
95,936046511.6279069,-80.27
96,936162790.6976744,-80.93
97,936279069.7674419,-80.48
98,936395348.8372093,-80.13
99,936511627.9069767,-80.63
100,936627906.9767442,-79.39
101,936744186.0465117,-79.09
102,936860465.1162791,-78.57
103,936976744.1860465,-77.95
104,937093023.255814,-79.08
105,937209302.3255814,-78.07
106,937325581.3953488,-79.23
107,937441860.4651163,-79.89
108,937558139.5348837,-79.98
109,937674418.6046512,-80.17
110,937790697.6744186,-80.39
111,937906976.744186,-80.18
112,938023255.8139535,-79.69
113,938139534.8837209,-79.48
114,938255813.9534883,-79.01
115,938372093.0232558,-79.18
116,938488372.0930233,-79.6
117,938604651.1627907,-80.27
118,938720930.2325581,-77.51
119,938837209.3023256,-79.97
120,938953488.3720931,-79.63
121,939069767.4418604,-80.1
122,939186046.5116279,-80.73
123,939302325.5813954,-82.03
124,939418604.6511627,-82.35
125,939534883.7209302,-79.27
126,939651162.7906977,-75.58
127,939767441.8604652,-73.76
128,939883720.9302325,-73.81
129,940000000.0,-74.35
130,940116279.0697675,-75.33
131,940232558.1395348,-77.15
132,940348837.2093023,-80.42
133,940465116.2790698,-83.34
134,940581395.3488373,-84.16
135,940697674.4186046,-84.18
136,940813953.4883721,-83.63
137,940930232.5581396,-83.55
138,941046511.6279069,-83.33
139,941162790.6976744,-83.51
140,941279069.7674419,-83.2
141,941395348.8372093,-81.63
142,941511627.9069767,-80.67
143,941627906.9767442,-80.73
144,941744186.0465117,-81.54
145,941860465.1162791,-80.54
146,941976744.1860465,-76.94
147,942093023.255814,-74.61
148,942209302.3255814,-74.7
149,942325581.3953488,-77.46
150,942441860.4651163,-81.12
151,942558139.5348837,-83.24
152,942674418.6046512,-83.7
153,942790697.6744186,-83.36
154,942906976.744186,-81.96
155,943023255.8139535,-79.9
156,943139534.8837209,-79.05
157,943255813.9534883,-79.45
158,943372093.0232558,-78.12
159,943488372.0930233,-74.04
160,943604651.1627907,-70.52
161,943720930.2325581,-69.64
162,943837209.3023256,-70.4
163,943953488.372093,-72.27
164,944069767.4418604,-78.91
165,944186046.5116279,-80.32
166,944302325.5813954,-81.42
167,944418604.6511627,-80.45
168,944534883.7209302,-76.85
169,944651162.7906977,-74.13
170,944767441.8604652,-71.54
171,944883720.9302325,-68.69
172,945000000.0,-61.19
173,945116279.0697675,-55.87
174,945232558.1395348,-52.35
175,945348837.2093023,-47.94
176,945465116.2790698,-47.24
177,945581395.3488373,-48.47
178,945697674.4186046,-48.53
179,945813953.4883721,-48.84
180,945930232.5581396,-48.71
181,946046511.627907,-48.56
182,946162790.6976744,-49.1
183,946279069.7674419,-50.49
184,946395348.8372093,-50.65
185,946511627.9069767,-50.24
186,946627906.9767442,-50.32
187,946744186.0465117,-49.89
188,946860465.1162791,-49.72
189,946976744.1860465,-49.34
190,947093023.255814,-49.39
191,947209302.3255814,-49.16
192,947325581.3953488,-47.36
193,947441860.4651163,-47.23
194,947558139.5348837,-47.05
195,947674418.6046512,-46.63
196,947790697.6744186,-46.7
197,947906976.744186,-47.76
198,948023255.8139535,-49.59
199,948139534.8837209,-49.0
200,948255813.9534883,-48.07
201,948372093.0232558,-48.24
202,948488372.0930233,-48.34
203,948604651.1627907,-48.16
204,948720930.2325581,-47.92
205,948837209.3023256,-47.06
206,948953488.372093,-47.97
207,949069767.4418604,-49.3
208,949186046.5116279,-53.26
209,949302325.5813954,-60.18
210,949418604.6511627,-69.46
211,949534883.7209302,-78.2
212,949651162.7906977,-80.42
213,949767441.8604652,-81.65
214,949883720.9302325,-82.21
215,950000000.0,-82.66
216,950116279.0697675,-82.94
217,950232558.1395348,-83.37
218,950348837.2093023,-83.38
219,950465116.2790698,-83.46
220,950581395.3488373,-82.42
221,950697674.4186046,-82.96
222,950813953.4883721,-82.57
223,950930232.5581396,-81.78
224,951046511.627907,-82.75
225,951162790.6976744,-83.77
226,951279069.7674419,-83.83
227,951395348.8372093,-84.01
228,951511627.9069767,-83.94
229,951627906.9767442,-83.99
230,951744186.0465117,-83.7
231,951860465.1162791,-81.81
232,951976744.1860465,-77.98
233,952093023.255814,-75.54
234,952209302.3255814,-75.37
235,952325581.3953488,-78.1
236,952441860.4651163,-81.07
237,952558139.5348837,-82.27
238,952674418.6046512,-82.96
239,952790697.6744186,-83.76
240,952906976.744186,-84.17
241,953023255.8139535,-84.21
242,953139534.8837209,-84.07
243,953255813.9534883,-84.11
244,953372093.0232558,-84.14
245,953488372.0930233,-83.97
