i, frequency, magnitude
0,925000000.0,-84.37
1,925116279.0697675,-84.37
2,925232558.1395348,-84.4
3,925348837.2093023,-84.38
4,925465116.2790698,-84.18
5,925581395.3488373,-84.39
6,925697674.4186046,-84.37
7,925813953.4883721,-84.35
8,925930232.5581396,-83.78
9,926046511.6279069,-80.03
10,926162790.6976744,-75.06
11,926279069.7674419,-71.92
12,926395348.8372093,-71.57
13,926511627.9069767,-74.22
14,926627906.9767442,-79.06
15,926744186.0465117,-81.6
16,926860465.1162791,-80.79
17,926976744.1860465,-79.72
18,927093023.255814,-79.68
19,927209302.3255814,-80.39
20,927325581.3953488,-82.28
21,927441860.4651163,-83.28
22,927558139.5348837,-82.51
23,927674418.6046512,-81.64
24,927790697.6744186,-76.66
25,927906976.744186,-74.91
26,928023255.8139535,-75.03
27,928139534.8837209,-77.58
28,928255813.9534883,-80.82
29,928372093.0232558,-83.84
30,928488372.0930233,-84.43
31,928604651.1627907,-84.19
32,928720930.2325581,-83.1
33,928837209.3023256,-80.05
34,928953488.3720931,-82.4
35,929069767.4418604,-81.91
36,929186046.5116279,-83.47
37,929302325.5813954,-83.9
38,929418604.6511627,-84.06
39,929534883.7209302,-83.94
40,929651162.7906977,-84.23
41,929767441.8604652,-84.21
42,929883720.9302325,-84.33
43,930000000.0,-84.43
44,930116279.0697675,-84.46
45,930232558.1395348,-84.37
46,930348837.2093023,-84.19
47,930465116.2790698,-84.3
48,930581395.3488373,-84.25
49,930697674.4186046,-84.29
50,930813953.4883721,-84.4
51,930930232.5581396,-84.29
52,931046511.6279069,-84.53
53,931162790.6976744,-84.31
54,931279069.7674419,-84.29
55,931395348.8372093,-84.25
56,931511627.9069767,-84.33
57,931627906.9767442,-84.36
58,931744186.0465117,-84.18
59,931860465.1162791,-84.27
60,931976744.1860465,-84.48
61,932093023.255814,-84.21
62,932209302.3255814,-83.74
63,932325581.3953488,-81.55
64,932441860.4651163,-78.78
65,932558139.5348837,-77.52
66,932674418.6046512,-77.81
67,932790697.6744186,-76.76
68,932906976.744186,-75.07
69,933023255.8139535,-75.5
70,933139534.8837209,-78.27
71,933255813.9534883,-81.99
72,933372093.0232558,-83.57
73,933488372.0930233,-84.09
74,933604651.1627907,-83.53
75,933720930.2325581,-83.79
76,933837209.3023256,-84.09
77,933953488.3720931,-84.36
78,934069767.4418604,-84.25
79,934186046.5116279,-83.33
80,934302325.5813954,-79.83
81,934418604.6511627,-76.38
82,934534883.7209302,-73.74
83,934651162.7906977,-72.05
84,934767441.8604652,-69.81
85,934883720.9302325,-66.71
86,935000000.0,-66.49
87,935116279.0697675,-69.26
88,935232558.1395348,-75.16
89,935348837.2093023,-80.86
90,935465116.2790698,-81.81
91,935581395.3488373,-81.04
92,935697674.4186046,-80.72
93,935813953.4883721,-80.56
94,935930232.5581396,-80.87
95,936046511.6279069,-81.14
96,936162790.6976744,-81.14
97,936279069.7674419,-81.03
98,936395348.8372093,-80.96
99,936511627.9069767,-80.64
100,936627906.9767442,-80.47
101,936744186.0465117,-80.02
102,936860465.1162791,-79.78
103,936976744.1860465,-79.19
104,937093023.255814,-79.04
105,937209302.3255814,-79.21
106,937325581.3953488,-79.06
107,937441860.4651163,-79.53
108,937558139.5348837,-80.11
109,937674418.6046512,-80.23
110,937790697.6744186,-80.5
111,937906976.744186,-80.41
112,938023255.8139535,-79.65
113,938139534.8837209,-79.16
114,938255813.9534883,-79.22
115,938372093.0232558,-79.29
116,938488372.0930233,-79.74
117,938604651.1627907,-80.16
118,938720930.2325581,-80.47
119,938837209.3023256,-80.42
120,938953488.3720931,-80.38
121,939069767.4418604,-80.03
122,939186046.5116279,-80.91
123,939302325.5813954,-81.81
124,939418604.6511627,-82.32
125,939534883.7209302,-79.32
126,939651162.7906977,-75.85
127,939767441.8604652,-74.1
128,939883720.9302325,-74.3
129,940000000.0,-75.14
130,940116279.0697675,-75.72
131,940232558.1395348,-77.53
132,940348837.2093023,-80.66
133,940465116.2790698,-83.14
134,940581395.3488373,-84.05
135,940697674.4186046,-83.9
136,940813953.4883721,-83.73
137,940930232.5581396,-83.43
138,941046511.6279069,-83.59
139,941162790.6976744,-83.74
140,941279069.7674419,-82.97
141,941395348.8372093,-81.68
142,941511627.9069767,-80.55
143,941627906.9767442,-81.0
144,941744186.0465117,-81.66
145,941860465.1162791,-80.48
146,941976744.1860465,-76.97
147,942093023.255814,-74.76
148,942209302.3255814,-74.66
149,942325581.3953488,-77.31
150,942441860.4651163,-81.15
151,942558139.5348837,-83.26
152,942674418.6046512,-83.68
153,942790697.6744186,-83.1
154,942906976.744186,-81.81
155,943023255.8139535,-79.92
156,943139534.8837209,-78.84
157,943255813.9534883,-78.94
158,943372093.0232558,-77.9
159,943488372.0930233,-74.31
160,943604651.1627907,-70.67
161,943720930.2325581,-69.2
162,943837209.3023256,-69.85
163,943953488.372093,-73.69
164,944069767.4418604,-78.88
165,944186046.5116279,-81.22
166,944302325.5813954,-82.02
167,944418604.6511627,-81.43
168,944534883.7209302,-78.24
169,944651162.7906977,-74.12
170,944767441.8604652,-72.21
171,944883720.9302325,-67.53
172,945000000.0,-59.15
173,945116279.0697675,-53.88
174,945232558.1395348,-50.04
175,945348837.2093023,-47.07
176,945465116.2790698,-46.4
177,945581395.3488373,-48.0
178,945697674.4186046,-48.64
179,945813953.4883721,-48.67
180,945930232.5581396,-48.6
181,946046511.627907,-48.48
182,946162790.6976744,-49.11
183,946279069.7674419,-50.24
184,946395348.8372093,-50.52
185,946511627.9069767,-50.05
186,946627906.9767442,-48.76
187,946744186.0465117,-47.8
188,946860465.1162791,-49.07
189,946976744.1860465,-49.13
190,947093023.255814,-49.39
191,947209302.3255814,-49.16
192,947325581.3953488,-47.36
193,947441860.4651163,-47.23
194,947558139.5348837,-47.05
