i, frequency, magnitude
0,925000000.0,-84.32
1,925116279.0697675,-84.35
2,925232558.1395348,-84.47
3,925348837.2093023,-84.38
4,925465116.2790698,-84.34
5,925581395.3488373,-84.47
6,925697674.4186046,-84.5
7,925813953.4883721,-84.48
8,925930232.5581396,-83.5
9,926046511.6279069,-79.41
10,926162790.6976744,-74.29
11,926279069.7674419,-71.28
12,926395348.8372093,-71.09
13,926511627.9069767,-73.44
14,926627906.9767442,-78.79
15,926744186.0465117,-82.64
16,926860465.1162791,-81.39
17,926976744.1860465,-80.44
18,927093023.255814,-80.08
19,927209302.3255814,-80.44
20,927325581.3953488,-81.85
21,927441860.4651163,-83.1
22,927558139.5348837,-83.04
23,927674418.6046512,-81.83
24,927790697.6744186,-80.37
25,927906976.744186,-78.15
26,928023255.8139535,-77.02
27,928139534.8837209,-80.84
28,928255813.9534883,-84.31
29,928372093.0232558,-83.55
30,928488372.0930233,-83.01
31,928604651.1627907,-84.34
32,928720930.2325581,-83.73
33,928837209.3023256,-84.16
34,928953488.3720931,-84.37
35,929069767.4418604,-84.3
36,929186046.5116279,-84.22
37,929302325.5813954,-84.35
38,929418604.6511627,-83.9
39,929534883.7209302,-83.41
40,929651162.7906977,-83.54
41,929767441.8604652,-83.76
42,929883720.9302325,-84.2
43,930000000.0,-84.44
44,930116279.0697675,-84.27
45,930232558.1395348,-84.25
46,930348837.2093023,-84.31
47,930465116.2790698,-84.31
48,930581395.3488373,-84.35
49,930697674.4186046,-84.52
50,930813953.4883721,-84.48
51,930930232.5581396,-84.24
52,931046511.6279069,-84.15
53,931162790.6976744,-84.34
54,931279069.7674419,-84.35
55,931395348.8372093,-84.37
56,931511627.9069767,-84.24
57,931627906.9767442,-84.25
58,931744186.0465117,-84.3
59,931860465.1162791,-84.11
60,931976744.1860465,-84.48
61,932093023.255814,-84.16
62,932209302.3255814,-84.0
63,932325581.3953488,-81.58
64,932441860.4651163,-78.92
65,932558139.5348837,-77.41
66,932674418.6046512,-77.85
67,932790697.6744186,-76.71
68,932906976.744186,-74.98
69,933023255.8139535,-75.28
70,933139534.8837209,-78.26
71,933255813.9534883,-82.0
72,933372093.0232558,-82.73
73,933488372.0930233,-83.52
74,933604651.1627907,-83.44
75,933720930.2325581,-83.81
76,933837209.3023256,-84.22
77,933953488.3720931,-84.33
78,934069767.4418604,-84.37
79,934186046.5116279,-84.08
80,934302325.5813954,-82.6
81,934418604.6511627,-79.75
82,934534883.7209302,-77.24
83,934651162.7906977,-75.14
84,934767441.8604652,-69.71
85,934883720.9302325,-66.25
86,935000000.0,-65.98
87,935116279.0697675,-68.77
88,935232558.1395348,-74.57
89,935348837.2093023,-80.76
90,935465116.2790698,-81.89
91,935581395.3488373,-80.85
92,935697674.4186046,-80.87
93,935813953.4883721,-81.01
94,935930232.5581396,-81.13
95,936046511.6279069,-81.19
96,936162790.6976744,-81.08
97,936279069.7674419,-81.06
98,936395348.8372093,-81.16
99,936511627.9069767,-80.71
100,936627906.9767442,-80.05
101,936744186.0465117,-79.54
102,936860465.1162791,-79.47
103,936976744.1860465,-79.56
104,937093023.255814,-79.15
105,937209302.3255814,-78.78
106,937325581.3953488,-79.35
107,937441860.4651163,-79.79
108,937558139.5348837,-80.06
109,937674418.6046512,-80.22
110,937790697.6744186,-80.2
111,937906976.744186,-80.25
112,938023255.8139535,-79.88
113,938139534.8837209,-79.15
114,938255813.9534883,-78.88
115,938372093.0232558,-79.29
116,938488372.0930233,-79.68
117,938604651.1627907,-80.34
118,938720930.2325581,-80.08
119,938837209.3023256,-79.54
120,938953488.3720931,-79.95
121,939069767.4418604,-80.21
122,939186046.5116279,-80.78
123,939302325.5813954,-81.86
124,939418604.6511627,-82.24
125,939534883.7209302,-79.13
126,939651162.7906977,-75.56
127,939767441.8604652,-74.01
128,939883720.9302325,-74.05
129,940000000.0,-74.87
130,940116279.0697675,-75.34
131,940232558.1395348,-76.92
132,940348837.2093023,-79.96
133,940465116.2790698,-83.05
134,940581395.3488373,-83.84
135,940697674.4186046,-83.75
136,940813953.4883721,-83.53
