datetime,latitude,longitude,abovethreshold,csvfile,pngfile
2019-11-19 10:41:54,n/a,n/a,0,/home/slaven/dev/RoadScan/data/2019-11-19_10-41-43/csv/n/a-n/a_2019-11-19_10-41-50.csv,/home/slaven/dev/RoadScan/data/2019-11-19_10-41-43/png/2019-11-19_10-41-50.png
2019-11-19 10:41:58,n/a,n/a,14.020000000000003,/home/slaven/dev/RoadScan/data/2019-11-19_10-41-43/csv/n/a-n/a_2019-11-19_10-41-54.csv,/home/slaven/dev/RoadScan/data/2019-11-19_10-41-43/png/2019-11-19_10-41-54.png
2019-11-19 10:42:3,n/a,n/a,12.799999999999997,/home/slaven/dev/RoadScan/data/2019-11-19_10-41-43/csv/n/a-n/a_2019-11-19_10-41-59.csv,/home/slaven/dev/RoadScan/data/2019-11-19_10-41-43/png/2019-11-19_10-41-59.png
2019-11-19 10:42:7,n/a,n/a,12.770000000000003,/home/slaven/dev/RoadScan/data/2019-11-19_10-41-43/csv/n/a-n/a_2019-11-19_10-42-3.csv,/home/slaven/dev/RoadScan/data/2019-11-19_10-41-43/png/2019-11-19_10-42-3.png
2019-11-19 10:42:12,n/a,n/a,12.93,/home/slaven/dev/RoadScan/data/2019-11-19_10-41-43/csv/n/a-n/a_2019-11-19_10-42-7.csv,/home/slaven/dev/RoadScan/data/2019-11-19_10-41-43/png/2019-11-19_10-42-7.png
2019-11-19 10:42:16,n/a,n/a,14.219999999999999,/home/slaven/dev/RoadScan/data/2019-11-19_10-41-43/csv/n/a-n/a_2019-11-19_10-42-12.csv,/home/slaven/dev/RoadScan/data/2019-11-19_10-41-43/png/2019-11-19_10-42-12.png
2019-11-19 10:42:20,n/a,n/a,13.939999999999998,/home/slaven/dev/RoadScan/data/2019-11-19_10-41-43/csv/n/a-n/a_2019-11-19_10-42-16.csv,/home/slaven/dev/RoadScan/data/2019-11-19_10-41-43/png/2019-11-19_10-42-16.png
2019-11-19 10:42:25,n/a,n/a,14.18,/home/slaven/dev/RoadScan/data/2019-11-19_10-41-43/csv/n/a-n/a_2019-11-19_10-42-21.csv,/home/slaven/dev/RoadScan/data/2019-11-19_10-41-43/png/2019-11-19_10-42-21.png
2019-11-19 10:42:29,n/a,n/a,12.729999999999997,/home/slaven/dev/RoadScan/data/2019-11-19_10-41-43/csv/n/a-n/a_2019-11-19_10-42-25.csv,/home/slaven/dev/RoadScan/data/2019-11-19_10-41-43/png/2019-11-19_10-42-25.png
2019-11-19 10:42:34,n/a,n/a,12.399999999999999,/home/slaven/dev/RoadScan/data/2019-11-19_10-41-43/csv/n/a-n/a_2019-11-19_10-42-30.csv,/home/slaven/dev/RoadScan/data/2019-11-19_10-41-43/png/2019-11-19_10-42-30.png
