i, frequency, magnitude
0,925000000.0,-84.23
1,925116279.0697675,-84.14
2,925232558.1395348,-84.41
3,925348837.2093023,-84.33
4,925465116.2790698,-84.53
5,925581395.3488373,-84.35
6,925697674.4186046,-84.41
7,925813953.4883721,-84.3
8,925930232.5581396,-83.54
9,926046511.6279069,-79.85
10,926162790.6976744,-74.58
11,926279069.7674419,-71.35
12,926395348.8372093,-71.23
13,926511627.9069767,-73.93
14,926627906.9767442,-78.94
15,926744186.0465117,-82.21
16,926860465.1162791,-81.91
17,926976744.1860465,-80.56
18,927093023.255814,-79.93
19,927209302.3255814,-80.39
20,927325581.3953488,-81.96
21,927441860.4651163,-82.98
22,927558139.5348837,-82.9
23,927674418.6046512,-81.08
24,927790697.6744186,-79.26
25,927906976.744186,-77.97
26,928023255.8139535,-78.49
27,928139534.8837209,-80.32
28,928255813.9534883,-82.87
29,928372093.0232558,-84.1
30,928488372.0930233,-84.2
31,928604651.1627907,-84.43
32,928720930.2325581,-84.21
33,928837209.3023256,-79.69
34,928953488.3720931,-83.14
35,929069767.4418604,-83.89
36,929186046.5116279,-83.27
37,929302325.5813954,-82.52
38,929418604.6511627,-83.12
39,929534883.7209302,-83.62
40,929651162.7906977,-83.74
41,929767441.8604652,-83.73
42,929883720.9302325,-84.27
43,930000000.0,-84.28
44,930116279.0697675,-84.26
45,930232558.1395348,-84.63
46,930348837.2093023,-84.37
47,930465116.2790698,-84.27
48,930581395.3488373,-84.51
49,930697674.4186046,-84.42
50,930813953.4883721,-84.4
51,930930232.5581396,-84.28
52,931046511.6279069,-84.43
53,931162790.6976744,-84.31
54,931279069.7674419,-84.35
55,931395348.8372093,-84.38
56,931511627.9069767,-84.2
57,931627906.9767442,-84.31
58,931744186.0465117,-84.21
59,931860465.1162791,-84.02
60,931976744.1860465,-84.1
61,932093023.255814,-84.23
62,932209302.3255814,-83.71
63,932325581.3953488,-81.5
64,932441860.4651163,-78.91
65,932558139.5348837,-77.7
66,932674418.6046512,-77.92
67,932790697.6744186,-76.64
68,932906976.744186,-74.86
69,933023255.8139535,-75.31
70,933139534.8837209,-78.24
71,933255813.9534883,-81.38
72,933372093.0232558,-82.9
73,933488372.0930233,-83.16
74,933604651.1627907,-83.52
75,933720930.2325581,-83.85
76,933837209.3023256,-84.04
77,933953488.3720931,-84.39
78,934069767.4418604,-84.17
79,934186046.5116279,-82.73
80,934302325.5813954,-77.74
81,934418604.6511627,-73.62
82,934534883.7209302,-72.5
83,934651162.7906977,-71.78
84,934767441.8604652,-68.87
85,934883720.9302325,-66.22
86,935000000.0,-66.08
87,935116279.0697675,-68.57
88,935232558.1395348,-74.59
89,935348837.2093023,-80.15
90,935465116.2790698,-80.59
91,935581395.3488373,-79.3
92,935697674.4186046,-80.89
93,935813953.4883721,-80.8
94,935930232.5581396,-80.63
95,936046511.6279069,-81.08
96,936162790.6976744,-81.11
97,936279069.7674419,-80.85
98,936395348.8372093,-81.17
99,936511627.9069767,-80.76
100,936627906.9767442,-80.44
101,936744186.0465117,-79.5
102,936860465.1162791,-79.2
103,936976744.1860465,-79.28
104,937093023.255814,-79.11
105,937209302.3255814,-79.03
106,937325581.3953488,-79.32
107,937441860.4651163,-79.95
108,937558139.5348837,-79.88
109,937674418.6046512,-78.5
110,937790697.6744186,-79.42
111,937906976.744186,-78.41
112,938023255.8139535,-78.18
113,938139534.8837209,-79.61
114,938255813.9534883,-79.35
115,938372093.0232558,-79.34
116,938488372.0930233,-80.04
117,938604651.1627907,-80.34
118,938720930.2325581,-80.18
119,938837209.3023256,-79.96
120,938953488.3720931,-80.17
121,939069767.4418604,-80.06
122,939186046.5116279,-80.75
123,939302325.5813954,-82.01
124,939418604.6511627,-82.06
125,939534883.7209302,-78.93
126,939651162.7906977,-75.2
127,939767441.8604652,-73.65
128,939883720.9302325,-73.92
129,940000000.0,-74.45
130,940116279.0697675,-75.1
131,940232558.1395348,-76.57
132,940348837.2093023,-79.8
133,940465116.2790698,-82.99
134,940581395.3488373,-83.96
135,940697674.4186046,-83.79
136,940813953.4883721,-83.66
137,940930232.5581396,-83.42
138,941046511.6279069,-83.41
139,941162790.6976744,-83.5
140,941279069.7674419,-82.87
141,941395348.8372093,-81.46
142,941511627.9069767,-80.19
143,941627906.9767442,-80.62
144,941744186.0465117,-81.69
145,941860465.1162791,-80.46
146,941976744.1860465,-77.17
147,942093023.255814,-75.1
148,942209302.3255814,-75.48
149,942325581.3953488,-78.08
150,942441860.4651163,-81.52
151,942558139.5348837,-83.17
152,942674418.6046512,-83.73
153,942790697.6744186,-83.47
154,942906976.744186,-82.4
155,943023255.8139535,-80.8
156,943139534.8837209,-80.46
157,943255813.9534883,-80.48
158,943372093.0232558,-78.51
159,943488372.0930233,-73.75
160,943604651.1627907,-70.36
161,943720930.2325581,-68.98
162,943837209.3023256,-71.04
163,943953488.372093,-74.73
164,944069767.4418604,-79.11
165,944186046.5116279,-81.1
166,944302325.5813954,-82.24
167,944418604.6511627,-81.1
168,944534883.7209302,-77.17
169,944651162.7906977,-73.63
170,944767441.8604652,-72.27
171,944883720.9302325,-69.61
172,945000000.0,-62.66
173,945116279.0697675,-55.97
174,945232558.1395348,-52.35
175,945348837.2093023,-49.35
176,945465116.2790698,-48.15
177,945581395.3488373,-49.25
178,945697674.4186046,-50.51
179,945813953.4883721,-49.04
180,945930232.5581396,-48.58
181,946046511.627907,-47.85
182,946162790.6976744,-47.94
183,946279069.7674419,-48.09
184,946395348.8372093,-47.71
185,946511627.9069767,-46.77
186,946627906.9767442,-46.39
187,946744186.0465117,-46.33
188,946860465.1162791,-47.23
189,946976744.1860465,-47.88
190,947093023.255814,-49.22
191,947209302.3255814,-48.82
192,947325581.3953488,-47.18
193,947441860.4651163,-47.13
194,947558139.5348837,-47.17
195,947674418.6046512,-47.06
196,947790697.6744186,-47.3
197,947906976.744186,-47.48
198,948023255.8139535,-47.72
199,948139534.8837209,-47.95
200,948255813.9534883,-48.25
201,948372093.0232558,-49.54
202,948488372.0930233,-50.18
203,948604651.1627907,-48.27
204,948720930.2325581,-47.96
205,948837209.3023256,-47.8
206,948953488.372093,-48.52
207,949069767.4418604,-52.28
208,949186046.5116279,-56.65
209,949302325.5813954,-61.5
210,949418604.6511627,-70.93
211,949534883.7209302,-78.67
212,949651162.7906977,-79.94
213,949767441.8604652,-81.45
214,949883720.9302325,-82.25
215,950000000.0,-82.63
216,950116279.0697675,-83.23
217,950232558.1395348,-83.46
218,950348837.2093023,-83.66
219,950465116.2790698,-83.6
220,950581395.3488373,-83.95
221,950697674.4186046,-81.06
222,950813953.4883721,-82.02
223,950930232.5581396,-81.07
224,951046511.627907,-82.52
225,951162790.6976744,-83.62
226,951279069.7674419,-83.91
227,951395348.8372093,-84.0
228,951511627.9069767,-83.65
229,951627906.9767442,-83.74
230,951744186.0465117,-83.66
231,951860465.1162791,-81.77
232,951976744.1860465,-78.21
233,952093023.255814,-75.51
234,952209302.3255814,-75.48
235,952325581.3953488,-77.97
236,952441860.4651163,-80.94
237,952558139.5348837,-82.22
238,952674418.6046512,-82.88
